cycle,motion,seq_index,timestamp,f0_px,f0_py,f0_scale,f1_px,f1_py,f1_scale,f2_px,f2_py,f2_scale,f3_px,f3_py,f3_scale,f4_px,f4_py,f4_scale,f5_px,f5_py,f5_scale,f6_px,f6_py,f6_scale,f7_px,f7_py,f7_scale,f8_px,f8_py,f8_scale,f9_px,f9_py,f9_scale,f10_px,f10_py,f10_scale,f11_px,f11_py,f11_scale,f12_px,f12_py,f12_scale,f13_px,f13_py,f13_scale,f14_px,f14_py,f14_scale,f15_px,f15_py,f15_scale,f16_px,f16_py,f16_scale,f17_px,f17_py,f17_scale,f18_px,f18_py,f18_scale,f19_px,f19_py,f19_scale,f20_px,f20_py,f20_scale,f21_px,f21_py,f21_scale,f22_px,f22_py,f22_scale,f23_px,f23_py,f23_scale,f24_px,f24_py,f24_scale,f25_px,f25_py,f25_scale,f26_px,f26_py,f26_scale,f27_px,f27_py,f27_scale,f28_px,f28_py,f28_scale,f29_px,f29_py,f29_scale
3,swipe_right,461,1774745506.988818,0.617976,0.551401,0.349760,0.618061,0.551513,0.350053,0.617245,0.552696,0.348361,0.617487,0.552885,0.348317,0.617971,0.551902,0.349495,0.618057,0.551637,0.349709,0.620057,0.551767,0.350068,0.619690,0.552241,0.351508,0.625246,0.551418,0.346673,0.624335,0.550892,0.344904,0.650899,0.540682,0.355004,0.666264,0.537187,0.349892,0.666990,0.537997,0.353677,0.683643,0.534363,0.353674,0.682480,0.534029,0.354942,0.701673,0.528226,0.351440,0.700526,0.527175,0.354699,0.719250,0.524800,0.340963,0.718095,0.524529,0.349430,0.737770,0.524813,0.343960,0.737543,0.525426,0.349897,0.755043,0.520793,0.346057,0.755409,0.521324,0.345090,0.776162,0.518260,0.351684,0.776132,0.518247,0.350104,0.796242,0.514090,0.327268,0.795694,0.513704,0.330163,0.819271,0.506071,0.319592,0.820453,0.507354,0.325310,0.846546,0.503369,0.327415
3,swipe_right,462,1774745507.163845,0.618057,0.551637,0.349709,0.620057,0.551767,0.350068,0.619690,0.552241,0.351508,0.625246,0.551418,0.346673,0.624335,0.550892,0.344904,0.650899,0.540682,0.355004,0.666264,0.537187,0.349892,0.666990,0.537997,0.353677,0.683643,0.534363,0.353674,0.682480,0.534029,0.354942,0.701673,0.528226,0.351440,0.700526,0.527175,0.354699,0.719250,0.524800,0.340963,0.718095,0.524529,0.349430,0.737770,0.524813,0.343960,0.737543,0.525426,0.349897,0.755043,0.520793,0.346057,0.755409,0.521324,0.345090,0.776162,0.518260,0.351684,0.776132,0.518247,0.350104,0.796242,0.514090,0.327268,0.795694,0.513704,0.330163,0.819271,0.506071,0.319592,0.820453,0.507354,0.325310,0.846546,0.503369,0.327415,0.846929,0.504199,0.332737,0.875398,0.506737,0.326046,0.876078,0.507953,0.327244,0.908559,0.510048,0.336261,0.909871,0.510780,0.341844
3,swipe_right,463,1774745507.336564,0.650899,0.540682,0.355004,0.666264,0.537187,0.349892,0.666990,0.537997,0.353677,0.683643,0.534363,0.353674,0.682480,0.534029,0.354942,0.701673,0.528226,0.351440,0.700526,0.527175,0.354699,0.719250,0.524800,0.340963,0.718095,0.524529,0.349430,0.737770,0.524813,0.343960,0.737543,0.525426,0.349897,0.755043,0.520793,0.346057,0.755409,0.521324,0.345090,0.776162,0.518260,0.351684,0.776132,0.518247,0.350104,0.796242,0.514090,0.327268,0.795694,0.513704,0.330163,0.819271,0.506071,0.319592,0.820453,0.507354,0.325310,0.846546,0.503369,0.327415,0.846929,0.504199,0.332737,0.875398,0.506737,0.326046,0.876078,0.507953,0.327244,0.908559,0.510048,0.336261,0.909871,0.510780,0.341844,0.938978,0.509382,0.348438,0.940765,0.510978,0.340262,0.972951,0.514324,0.327539,0.977453,0.520280,0.322995,0.992485,0.522528,0.300392
3,swipe_right,464,1774745510.357542,0.574839,0.530058,0.327677,0.576553,0.530886,0.326571,0.576218,0.531201,0.327387,0.577907,0.530538,0.326944,0.577729,0.530625,0.327046,0.579445,0.532618,0.326843,0.579426,0.533026,0.327578,0.580866,0.534795,0.327219,0.580763,0.534831,0.327599,0.583203,0.536400,0.331126,0.583463,0.537248,0.332599,0.585226,0.539197,0.332285,0.585662,0.539710,0.333112,0.588242,0.539257,0.329680,0.589300,0.539240,0.331623,0.595981,0.532566,0.331732,0.595733,0.534280,0.332939,0.605808,0.531709,0.332152,0.606019,0.531367,0.332773,0.617786,0.528442,0.331432,0.617995,0.528530,0.334442,0.631492,0.528778,0.334184,0.630669,0.528946,0.336366,0.644106,0.531270,0.336665,0.643069,0.532542,0.339131,0.653811,0.531965,0.339216,0.654003,0.533562,0.340783,0.677190,0.536229,0.340248,0.689598,0.536067,0.343986,0.688878,0.535269,0.345001
3,swipe_right,465,1774745510.521734,0.579445,0.532618,0.326843,0.579426,0.533026,0.327578,0.580866,0.534795,0.327219,0.580763,0.534831,0.327599,0.583203,0.536400,0.331126,0.583463,0.537248,0.332599,0.585226,0.539197,0.332285,0.585662,0.539710,0.333112,0.588242,0.539257,0.329680,0.589300,0.539240,0.331623,0.595981,0.532566,0.331732,0.595733,0.534280,0.332939,0.605808,0.531709,0.332152,0.606019,0.531367,0.332773,0.617786,0.528442,0.331432,0.617995,0.528530,0.334442,0.631492,0.528778,0.334184,0.630669,0.528946,0.336366,0.644106,0.531270,0.336665,0.643069,0.532542,0.339131,0.653811,0.531965,0.339216,0.654003,0.533562,0.340783,0.677190,0.536229,0.340248,0.689598,0.536067,0.343986,0.688878,0.535269,0.345001,0.699971,0.534637,0.340673,0.699769,0.535376,0.340253,0.712996,0.529383,0.331680,0.712164,0.528353,0.330757,0.728222,0.525952,0.336624
3,swipe_right,466,1774745510.688494,0.583463,0.537248,0.332599,0.585226,0.539197,0.332285,0.585662,0.539710,0.333112,0.588242,0.539257,0.329680,0.589300,0.539240,0.331623,0.595981,0.532566,0.331732,0.595733,0.534280,0.332939,0.605808,0.531709,0.332152,0.606019,0.531367,0.332773,0.617786,0.528442,0.331432,0.617995,0.528530,0.334442,0.631492,0.528778,0.334184,0.630669,0.528946,0.336366,0.644106,0.531270,0.336665,0.643069,0.532542,0.339131,0.653811,0.531965,0.339216,0.654003,0.533562,0.340783,0.677190,0.536229,0.340248,0.689598,0.536067,0.343986,0.688878,0.535269,0.345001,0.699971,0.534637,0.340673,0.699769,0.535376,0.340253,0.712996,0.529383,0.331680,0.712164,0.528353,0.330757,0.728222,0.525952,0.336624,0.728600,0.527772,0.339525,0.748624,0.523062,0.333786,0.748423,0.523340,0.334928,0.768808,0.518934,0.336919,0.768371,0.518509,0.338488
3,swipe_right,467,1774745510.865742,0.595981,0.532566,0.331732,0.595733,0.534280,0.332939,0.605808,0.531709,0.332152,0.606019,0.531367,0.332773,0.617786,0.528442,0.331432,0.617995,0.528530,0.334442,0.631492,0.528778,0.334184,0.630669,0.528946,0.336366,0.644106,0.531270,0.336665,0.643069,0.532542,0.339131,0.653811,0.531965,0.339216,0.654003,0.533562,0.340783,0.677190,0.536229,0.340248,0.689598,0.536067,0.343986,0.688878,0.535269,0.345001,0.699971,0.534637,0.340673,0.699769,0.535376,0.340253,0.712996,0.529383,0.331680,0.712164,0.528353,0.330757,0.728222,0.525952,0.336624,0.728600,0.527772,0.339525,0.748624,0.523062,0.333786,0.748423,0.523340,0.334928,0.768808,0.518934,0.336919,0.768371,0.518509,0.338488,0.790162,0.516017,0.344047,0.789748,0.516523,0.340977,0.814179,0.516380,0.329221,0.815819,0.518127,0.324221,0.844019,0.521915,0.340341
3,swipe_right,468,1774745511.041230,0.617995,0.528530,0.334442,0.631492,0.528778,0.334184,0.630669,0.528946,0.336366,0.644106,0.531270,0.336665,0.643069,0.532542,0.339131,0.653811,0.531965,0.339216,0.654003,0.533562,0.340783,0.677190,0.536229,0.340248,0.689598,0.536067,0.343986,0.688878,0.535269,0.345001,0.699971,0.534637,0.340673,0.699769,0.535376,0.340253,0.712996,0.529383,0.331680,0.712164,0.528353,0.330757,0.728222,0.525952,0.336624,0.728600,0.527772,0.339525,0.748624,0.523062,0.333786,0.748423,0.523340,0.334928,0.768808,0.518934,0.336919,0.768371,0.518509,0.338488,0.790162,0.516017,0.344047,0.789748,0.516523,0.340977,0.814179,0.516380,0.329221,0.815819,0.518127,0.324221,0.844019,0.521915,0.340341,0.844610,0.522378,0.345497,0.867470,0.533459,0.349192,0.867751,0.532911,0.349562,0.893538,0.538170,0.349398,0.894323,0.538758,0.347907
3,swipe_right,469,1774745511.210404,0.653811,0.531965,0.339216,0.654003,0.533562,0.340783,0.677190,0.536229,0.340248,0.689598,0.536067,0.343986,0.688878,0.535269,0.345001,0.699971,0.534637,0.340673,0.699769,0.535376,0.340253,0.712996,0.529383,0.331680,0.712164,0.528353,0.330757,0.728222,0.525952,0.336624,0.728600,0.527772,0.339525,0.748624,0.523062,0.333786,0.748423,0.523340,0.334928,0.768808,0.518934,0.336919,0.768371,0.518509,0.338488,0.790162,0.516017,0.344047,0.789748,0.516523,0.340977,0.814179,0.516380,0.329221,0.815819,0.518127,0.324221,0.844019,0.521915,0.340341,0.844610,0.522378,0.345497,0.867470,0.533459,0.349192,0.867751,0.532911,0.349562,0.893538,0.538170,0.349398,0.894323,0.538758,0.347907,0.921363,0.541914,0.347462,0.922402,0.543309,0.350409,0.966294,0.555334,0.338399,0.966966,0.553086,0.333054,0.990562,0.548902,0.319114
3,swipe_right,470,1774745513.906626,0.589381,0.533072,0.328999,0.587599,0.531415,0.327047,0.587582,0.531598,0.327547,0.587733,0.529862,0.327732,0.587738,0.529412,0.328134,0.587667,0.529822,0.329345,0.587462,0.529736,0.329864,0.585470,0.532336,0.326710,0.585251,0.531271,0.325510,0.585262,0.531289,0.325146,0.584226,0.533223,0.323339,0.584814,0.533466,0.325538,0.585170,0.533429,0.325677,0.588940,0.534084,0.327266,0.590186,0.534203,0.328682,0.596566,0.534453,0.330813,0.597094,0.533771,0.332440,0.604081,0.534685,0.332332,0.617284,0.537086,0.327532,0.628593,0.536150,0.329371,0.644523,0.534364,0.332231,0.646208,0.535510,0.334949,0.668861,0.530807,0.334344,0.669137,0.530343,0.333730,0.692943,0.526412,0.333040,0.693756,0.529369,0.331319,0.707286,0.524841,0.327252,0.706695,0.525067,0.327170,0.724809,0.528267,0.335332,0.725337,0.529197,0.336020
3,swipe_right,471,1774745514.078914,0.587667,0.529822,0.329345,0.587462,0.529736,0.329864,0.585470,0.532336,0.326710,0.585251,0.531271,0.325510,0.585262,0.531289,0.325146,0.584226,0.533223,0.323339,0.584814,0.533466,0.325538,0.585170,0.533429,0.325677,0.588940,0.534084,0.327266,0.590186,0.534203,0.328682,0.596566,0.534453,0.330813,0.597094,0.533771,0.332440,0.604081,0.534685,0.332332,0.617284,0.537086,0.327532,0.628593,0.536150,0.329371,0.644523,0.534364,0.332231,0.646208,0.535510,0.334949,0.668861,0.530807,0.334344,0.669137,0.530343,0.333730,0.692943,0.526412,0.333040,0.693756,0.529369,0.331319,0.707286,0.524841,0.327252,0.706695,0.525067,0.327170,0.724809,0.528267,0.335332,0.725337,0.529197,0.336020,0.725044,0.528983,0.329752,0.738918,0.531274,0.327617,0.755504,0.534278,0.320445,0.754586,0.532677,0.321254,0.773510,0.531455,0.327059
3,swipe_right,472,1774745514.247177,0.584226,0.533223,0.323339,0.584814,0.533466,0.325538,0.585170,0.533429,0.325677,0.588940,0.534084,0.327266,0.590186,0.534203,0.328682,0.596566,0.534453,0.330813,0.597094,0.533771,0.332440,0.604081,0.534685,0.332332,0.617284,0.537086,0.327532,0.628593,0.536150,0.329371,0.644523,0.534364,0.332231,0.646208,0.535510,0.334949,0.668861,0.530807,0.334344,0.669137,0.530343,0.333730,0.692943,0.526412,0.333040,0.693756,0.529369,0.331319,0.707286,0.524841,0.327252,0.706695,0.525067,0.327170,0.724809,0.528267,0.335332,0.725337,0.529197,0.336020,0.725044,0.528983,0.329752,0.738918,0.531274,0.327617,0.755504,0.534278,0.320445,0.754586,0.532677,0.321254,0.773510,0.531455,0.327059,0.773270,0.531187,0.325640,0.795538,0.535154,0.330353,0.794769,0.535516,0.335344,0.815987,0.538429,0.332753,0.814265,0.537581,0.333897
3,swipe_right,473,1774745514.419023,0.596566,0.534453,0.330813,0.597094,0.533771,0.332440,0.604081,0.534685,0.332332,0.617284,0.537086,0.327532,0.628593,0.536150,0.329371,0.644523,0.534364,0.332231,0.646208,0.535510,0.334949,0.668861,0.530807,0.334344,0.669137,0.530343,0.333730,0.692943,0.526412,0.333040,0.693756,0.529369,0.331319,0.707286,0.524841,0.327252,0.706695,0.525067,0.327170,0.724809,0.528267,0.335332,0.725337,0.529197,0.336020,0.725044,0.528983,0.329752,0.738918,0.531274,0.327617,0.755504,0.534278,0.320445,0.754586,0.532677,0.321254,0.773510,0.531455,0.327059,0.773270,0.531187,0.325640,0.795538,0.535154,0.330353,0.794769,0.535516,0.335344,0.815987,0.538429,0.332753,0.814265,0.537581,0.333897,0.814606,0.538117,0.333333,0.832443,0.536506,0.325017,0.831391,0.538346,0.328631,0.852365,0.532617,0.317117,0.877728,0.531748,0.314914
3,swipe_right,474,1774745514.592493,0.644523,0.534364,0.332231,0.646208,0.535510,0.334949,0.668861,0.530807,0.334344,0.669137,0.530343,0.333730,0.692943,0.526412,0.333040,0.693756,0.529369,0.331319,0.707286,0.524841,0.327252,0.706695,0.525067,0.327170,0.724809,0.528267,0.335332,0.725337,0.529197,0.336020,0.725044,0.528983,0.329752,0.738918,0.531274,0.327617,0.755504,0.534278,0.320445,0.754586,0.532677,0.321254,0.773510,0.531455,0.327059,0.773270,0.531187,0.325640,0.795538,0.535154,0.330353,0.794769,0.535516,0.335344,0.815987,0.538429,0.332753,0.814265,0.537581,0.333897,0.814606,0.538117,0.333333,0.832443,0.536506,0.325017,0.831391,0.538346,0.328631,0.852365,0.532617,0.317117,0.877728,0.531748,0.314914,0.876839,0.531599,0.314166,0.896422,0.527042,0.321632,0.898082,0.528533,0.319926,0.913986,0.524536,0.328598,0.915091,0.524350,0.328924
3,swipe_right,475,1774745514.816628,0.693756,0.529369,0.331319,0.707286,0.524841,0.327252,0.706695,0.525067,0.327170,0.724809,0.528267,0.335332,0.725337,0.529197,0.336020,0.725044,0.528983,0.329752,0.738918,0.531274,0.327617,0.755504,0.534278,0.320445,0.754586,0.532677,0.321254,0.773510,0.531455,0.327059,0.773270,0.531187,0.325640,0.795538,0.535154,0.330353,0.794769,0.535516,0.335344,0.815987,0.538429,0.332753,0.814265,0.537581,0.333897,0.814606,0.538117,0.333333,0.832443,0.536506,0.325017,0.831391,0.538346,0.328631,0.852365,0.532617,0.317117,0.877728,0.531748,0.314914,0.876839,0.531599,0.314166,0.896422,0.527042,0.321632,0.898082,0.528533,0.319926,0.913986,0.524536,0.328598,0.915091,0.524350,0.328924,0.938866,0.523496,0.319459,0.978774,0.523698,0.321094,0.995685,0.515287,0.302548,1.007733,0.533666,0.284061,1.007036,0.542689,0.275014
3,swipe_right,476,1774745517.393236,0.595121,0.514478,0.306541,0.595008,0.514698,0.304334,0.594881,0.514763,0.304039,0.594800,0.515372,0.305345,0.594422,0.515040,0.305190,0.596279,0.516251,0.305477,0.595918,0.516456,0.306603,0.596009,0.516307,0.306075,0.595628,0.515359,0.305669,0.595523,0.515147,0.304517,0.595289,0.516228,0.304868,0.595268,0.516179,0.304834,0.595534,0.516784,0.303100,0.597591,0.516133,0.305113,0.597439,0.516610,0.306661,0.600766,0.519575,0.304898,0.600374,0.519957,0.307320,0.603166,0.522188,0.303242,0.603165,0.522339,0.306117,0.603327,0.522203,0.304586,0.608352,0.522965,0.305080,0.608624,0.523876,0.305210,0.617489,0.527539,0.306829,0.618250,0.528299,0.306819,0.628447,0.527843,0.302725,0.642164,0.526288,0.303569,0.641368,0.527787,0.307651,0.656284,0.527142,0.308759,0.673116,0.527499,0.307297,0.688804,0.529445,0.312554
3,swipe_right,477,1774745517.589373,0.596279,0.516251,0.305477,0.595918,0.516456,0.306603,0.596009,0.516307,0.306075,0.595628,0.515359,0.305669,0.595523,0.515147,0.304517,0.595289,0.516228,0.304868,0.595268,0.516179,0.304834,0.595534,0.516784,0.303100,0.597591,0.516133,0.305113,0.597439,0.516610,0.306661,0.600766,0.519575,0.304898,0.600374,0.519957,0.307320,0.603166,0.522188,0.303242,0.603165,0.522339,0.306117,0.603327,0.522203,0.304586,0.608352,0.522965,0.305080,0.608624,0.523876,0.305210,0.617489,0.527539,0.306829,0.618250,0.528299,0.306819,0.628447,0.527843,0.302725,0.642164,0.526288,0.303569,0.641368,0.527787,0.307651,0.656284,0.527142,0.308759,0.673116,0.527499,0.307297,0.688804,0.529445,0.312554,0.689680,0.532259,0.309005,0.702419,0.529234,0.295732,0.701682,0.529850,0.293182,0.714486,0.529205,0.303027,0.726968,0.533505,0.312163
3,swipe_right,478,1774745517.760980,0.595289,0.516228,0.304868,0.595268,0.516179,0.304834,0.595534,0.516784,0.303100,0.597591,0.516133,0.305113,0.597439,0.516610,0.306661,0.600766,0.519575,0.304898,0.600374,0.519957,0.307320,0.603166,0.522188,0.303242,0.603165,0.522339,0.306117,0.603327,0.522203,0.304586,0.608352,0.522965,0.305080,0.608624,0.523876,0.305210,0.617489,0.527539,0.306829,0.618250,0.528299,0.306819,0.628447,0.527843,0.302725,0.642164,0.526288,0.303569,0.641368,0.527787,0.307651,0.656284,0.527142,0.308759,0.673116,0.527499,0.307297,0.688804,0.529445,0.312554,0.689680,0.532259,0.309005,0.702419,0.529234,0.295732,0.701682,0.529850,0.293182,0.714486,0.529205,0.303027,0.726968,0.533505,0.312163,0.727860,0.534001,0.312676,0.741732,0.537469,0.314721,0.741149,0.537163,0.314475,0.756125,0.535668,0.321070,0.755741,0.535251,0.322726
3,swipe_right,479,1774745517.932595,0.600766,0.519575,0.304898,0.600374,0.519957,0.307320,0.603166,0.522188,0.303242,0.603165,0.522339,0.306117,0.603327,0.522203,0.304586,0.608352,0.522965,0.305080,0.608624,0.523876,0.305210,0.617489,0.527539,0.306829,0.618250,0.528299,0.306819,0.628447,0.527843,0.302725,0.642164,0.526288,0.303569,0.641368,0.527787,0.307651,0.656284,0.527142,0.308759,0.673116,0.527499,0.307297,0.688804,0.529445,0.312554,0.689680,0.532259,0.309005,0.702419,0.529234,0.295732,0.701682,0.529850,0.293182,0.714486,0.529205,0.303027,0.726968,0.533505,0.312163,0.727860,0.534001,0.312676,0.741732,0.537469,0.314721,0.741149,0.537163,0.314475,0.756125,0.535668,0.321070,0.755741,0.535251,0.322726,0.755261,0.535669,0.323605,0.769365,0.535623,0.323080,0.768425,0.536153,0.325287,0.787373,0.541064,0.313408,0.786279,0.540465,0.314539
3,swipe_right,480,1774745518.101344,0.608352,0.522965,0.305080,0.608624,0.523876,0.305210,0.617489,0.527539,0.306829,0.618250,0.528299,0.306819,0.628447,0.527843,0.302725,0.642164,0.526288,0.303569,0.641368,0.527787,0.307651,0.656284,0.527142,0.308759,0.673116,0.527499,0.307297,0.688804,0.529445,0.312554,0.689680,0.532259,0.309005,0.702419,0.529234,0.295732,0.701682,0.529850,0.293182,0.714486,0.529205,0.303027,0.726968,0.533505,0.312163,0.727860,0.534001,0.312676,0.741732,0.537469,0.314721,0.741149,0.537163,0.314475,0.756125,0.535668,0.321070,0.755741,0.535251,0.322726,0.755261,0.535669,0.323605,0.769365,0.535623,0.323080,0.768425,0.536153,0.325287,0.787373,0.541064,0.313408,0.786279,0.540465,0.314539,0.810354,0.542267,0.286678,0.835046,0.535291,0.308807,0.836551,0.538210,0.311548,0.856958,0.537633,0.314457,0.858090,0.538434,0.316777
3,swipe_right,481,1774745518.273363,0.642164,0.526288,0.303569,0.641368,0.527787,0.307651,0.656284,0.527142,0.308759,0.673116,0.527499,0.307297,0.688804,0.529445,0.312554,0.689680,0.532259,0.309005,0.702419,0.529234,0.295732,0.701682,0.529850,0.293182,0.714486,0.529205,0.303027,0.726968,0.533505,0.312163,0.727860,0.534001,0.312676,0.741732,0.537469,0.314721,0.741149,0.537163,0.314475,0.756125,0.535668,0.321070,0.755741,0.535251,0.322726,0.755261,0.535669,0.323605,0.769365,0.535623,0.323080,0.768425,0.536153,0.325287,0.787373,0.541064,0.313408,0.786279,0.540465,0.314539,0.810354,0.542267,0.286678,0.835046,0.535291,0.308807,0.836551,0.538210,0.311548,0.856958,0.537633,0.314457,0.858090,0.538434,0.316777,0.879642,0.538243,0.311078,0.880532,0.538994,0.306320,0.880177,0.539019,0.307286,0.901758,0.538253,0.312023,0.901927,0.539103,0.312444
3,swipe_right,482,1774745520.962938,0.647878,0.543753,0.293777,0.653158,0.546218,0.295449,0.654468,0.547995,0.294957,0.654642,0.548645,0.294933,0.654130,0.551197,0.294198,0.654047,0.550213,0.294648,0.652238,0.549319,0.297402,0.652653,0.549968,0.298144,0.652275,0.549686,0.297974,0.654010,0.550927,0.300597,0.654456,0.552587,0.298638,0.654583,0.552303,0.298629,0.654250,0.551125,0.297380,0.654850,0.549289,0.299287,0.655154,0.549618,0.299503,0.655029,0.549560,0.300097,0.660182,0.547944,0.299631,0.660929,0.548525,0.299897,0.668149,0.544621,0.301203,0.668518,0.545457,0.301089,0.680868,0.544920,0.301046,0.681922,0.547173,0.303234,0.693885,0.546871,0.304842,0.694886,0.549133,0.304707,0.706296,0.548111,0.297060,0.720846,0.552450,0.290732,0.721019,0.553865,0.290089,0.720717,0.553701,0.288509,0.730636,0.550699,0.304222,0.731041,0.550747,0.305896
3,swipe_right,483,1774745521.201521,0.654047,0.550213,0.294648,0.652238,0.549319,0.297402,0.652653,0.549968,0.298144,0.652275,0.549686,0.297974,0.654010,0.550927,0.300597,0.654456,0.552587,0.298638,0.654583,0.552303,0.298629,0.654250,0.551125,0.297380,0.654850,0.549289,0.299287,0.655154,0.549618,0.299503,0.655029,0.549560,0.300097,0.660182,0.547944,0.299631,0.660929,0.548525,0.299897,0.668149,0.544621,0.301203,0.668518,0.545457,0.301089,0.680868,0.544920,0.301046,0.681922,0.547173,0.303234,0.693885,0.546871,0.304842,0.694886,0.549133,0.304707,0.706296,0.548111,0.297060,0.720846,0.552450,0.290732,0.721019,0.553865,0.290089,0.720717,0.553701,0.288509,0.730636,0.550699,0.304222,0.731041,0.550747,0.305896,0.755882,0.550415,0.308053,0.768687,0.551994,0.310866,0.768389,0.551818,0.311232,0.784435,0.553393,0.305436,0.800217,0.554882,0.304948
3,swipe_right,484,1774745521.367062,0.654456,0.552587,0.298638,0.654583,0.552303,0.298629,0.654250,0.551125,0.297380,0.654850,0.549289,0.299287,0.655154,0.549618,0.299503,0.655029,0.549560,0.300097,0.660182,0.547944,0.299631,0.660929,0.548525,0.299897,0.668149,0.544621,0.301203,0.668518,0.545457,0.301089,0.680868,0.544920,0.301046,0.681922,0.547173,0.303234,0.693885,0.546871,0.304842,0.694886,0.549133,0.304707,0.706296,0.548111,0.297060,0.720846,0.552450,0.290732,0.721019,0.553865,0.290089,0.720717,0.553701,0.288509,0.730636,0.550699,0.304222,0.731041,0.550747,0.305896,0.755882,0.550415,0.308053,0.768687,0.551994,0.310866,0.768389,0.551818,0.311232,0.784435,0.553393,0.305436,0.800217,0.554882,0.304948,0.800625,0.554896,0.307986,0.800724,0.555105,0.308682,0.815725,0.555966,0.294758,0.814707,0.556846,0.299113,0.831357,0.553689,0.301301
3,swipe_right,485,1774745521.547401,0.655029,0.549560,0.300097,0.660182,0.547944,0.299631,0.660929,0.548525,0.299897,0.668149,0.544621,0.301203,0.668518,0.545457,0.301089,0.680868,0.544920,0.301046,0.681922,0.547173,0.303234,0.693885,0.546871,0.304842,0.694886,0.549133,0.304707,0.706296,0.548111,0.297060,0.720846,0.552450,0.290732,0.721019,0.553865,0.290089,0.720717,0.553701,0.288509,0.730636,0.550699,0.304222,0.731041,0.550747,0.305896,0.755882,0.550415,0.308053,0.768687,0.551994,0.310866,0.768389,0.551818,0.311232,0.784435,0.553393,0.305436,0.800217,0.554882,0.304948,0.800625,0.554896,0.307986,0.800724,0.555105,0.308682,0.815725,0.555966,0.294758,0.814707,0.556846,0.299113,0.831357,0.553689,0.301301,0.830877,0.553928,0.298960,0.846974,0.553764,0.299072,0.847299,0.553817,0.297422,0.861088,0.549557,0.292546,0.859800,0.550596,0.292343
3,swipe_right,486,1774745521.718497,0.680868,0.544920,0.301046,0.681922,0.547173,0.303234,0.693885,0.546871,0.304842,0.694886,0.549133,0.304707,0.706296,0.548111,0.297060,0.720846,0.552450,0.290732,0.721019,0.553865,0.290089,0.720717,0.553701,0.288509,0.730636,0.550699,0.304222,0.731041,0.550747,0.305896,0.755882,0.550415,0.308053,0.768687,0.551994,0.310866,0.768389,0.551818,0.311232,0.784435,0.553393,0.305436,0.800217,0.554882,0.304948,0.800625,0.554896,0.307986,0.800724,0.555105,0.308682,0.815725,0.555966,0.294758,0.814707,0.556846,0.299113,0.831357,0.553689,0.301301,0.830877,0.553928,0.298960,0.846974,0.553764,0.299072,0.847299,0.553817,0.297422,0.861088,0.549557,0.292546,0.859800,0.550596,0.292343,0.874035,0.547589,0.290661,0.895243,0.545781,0.286438,0.895788,0.546382,0.288818,0.895567,0.545722,0.290464,0.919574,0.548178,0.289992
3,swipe_right,487,1774745521.886910,0.720846,0.552450,0.290732,0.721019,0.553865,0.290089,0.720717,0.553701,0.288509,0.730636,0.550699,0.304222,0.731041,0.550747,0.305896,0.755882,0.550415,0.308053,0.768687,0.551994,0.310866,0.768389,0.551818,0.311232,0.784435,0.553393,0.305436,0.800217,0.554882,0.304948,0.800625,0.554896,0.307986,0.800724,0.555105,0.308682,0.815725,0.555966,0.294758,0.814707,0.556846,0.299113,0.831357,0.553689,0.301301,0.830877,0.553928,0.298960,0.846974,0.553764,0.299072,0.847299,0.553817,0.297422,0.861088,0.549557,0.292546,0.859800,0.550596,0.292343,0.874035,0.547589,0.290661,0.895243,0.545781,0.286438,0.895788,0.546382,0.288818,0.895567,0.545722,0.290464,0.919574,0.548178,0.289992,0.919317,0.549600,0.289534,0.946981,0.554230,0.292450,0.948492,0.554601,0.290415,0.981457,0.557595,0.288076,0.991876,0.557163,0.282228
3,swipe_right,488,1774745524.479403,0.608453,0.548580,0.318766,0.608780,0.548563,0.316686,0.607685,0.550803,0.318538,0.607614,0.550658,0.317650,0.607693,0.551026,0.318534,0.607463,0.550814,0.318714,0.607759,0.549715,0.316459,0.608462,0.550505,0.316729,0.609002,0.549442,0.315830,0.609060,0.549823,0.315763,0.608987,0.551546,0.313452,0.608911,0.552202,0.313443,0.608339,0.552119,0.313581,0.608374,0.551987,0.313659,0.609132,0.551871,0.312172,0.609031,0.551948,0.312235,0.610243,0.550425,0.313162,0.610451,0.550456,0.310945,0.621357,0.545190,0.304935,0.620088,0.543453,0.302067,0.636160,0.534435,0.308714,0.635901,0.534146,0.311428,0.669673,0.528439,0.317845,0.686388,0.529980,0.315686,0.687174,0.531890,0.314092,0.704126,0.526428,0.290085,0.703987,0.527220,0.284539,0.725510,0.525874,0.298749,0.724684,0.524872,0.306504,0.748193,0.523962,0.324670
